id,raw_text,canonical_transliterated,canonical_italic,canonical_words_only,translation,year_from,year_to,intact_token_ratio,data_quality
CIE 3102,[... . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,[... . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . ,[... . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . ,. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,,,,0.999,clean
CIE 3105,𐌅𐌖𐌈𐌏𐌀𐌖,lar-θi eul...,𐌋𐌀𐌓-𐌈𐌉 𐌄𐌖𐌋...,eul...,,,,0.500,clean
ETP 67,mi laivuzas,mi laivuzas,𐌌𐌉 𐌋𐌀𐌉𐌅𐌖𐌆𐌀𐌔,mi laivuzas,,550.0,500.0,1.000,clean
CIE 1993,OA:AM:IMÐIÐA,OA:AM:IMIA,,OA AM IMIA,,,,1.000,clean
CIE 1994,VSA:ANÐIÐA:OÐ,VSA:ANIA:O,,VSA ANIA O,,,,1.000,clean
10093,n(u),n(u),𐌍(𐌖),,,,,0.000,clean
CIE 1995,ANÐIÐA:OÐ,ANIA:O,,ANIA O,,,,1.000,clean
CIE 3106,𐌀𐌅𐌈𐌄𐌀𐌅 𐌓𐌖𐌅,velxae ruy,,velxae ruy,,,,1.000,clean
CIE 3107,:𐌀𐌉𐌀𐌅𐌏:𐌈𐌉𐌀𐌓𐌖... :𐌉𐌅𐌈𐌉𐌀𐌓𐌖𐌀𐌉𐌀𐌋,:aiavo:θi ary....,,aiavo θi ary....,,,,1.000,clean
CIE 3109,:𐌀𐌈𐌀𐌍𐌉𐌑𐌀𐌑:𐌉𐌈𐌉-𐌉𐌀:𐌉𐌈𐌉 𐌋𐌀𐌓𐌈𐌉:𐌈𐌉𐌀𐌉𐌍𐌄𐌉:𐌑𐌀𐌍𐌉𐌍𐌀𐌔𐌀:,:aθanim:am:iθi-ia:iθi larθi:θiainei:maninasa:,:𐌀𐌈𐌀𐌍𐌉𐌌:𐌀𐌌:𐌉𐌈𐌉-𐌉𐌀:𐌉𐌈𐌉 𐌋𐌀𐌓𐌈𐌉:𐌈𐌉𐌀𐌉𐌍𐌄𐌉:𐌌𐌀𐌍𐌉𐌍𐌀𐌔𐌀:,aθanim am iθi larθi θiainei maninasa,,,,0.857,clean
CIE 3111,𐌉𐌀𐌅𐌉𐌍 𐌀𐌈,IAVIN Aθ,,IAVIN Aθ,,,,1.000,clean
CIE 3112,[𐌀𐌋...𐌈𐌏...𐌀...𐌀]:𐌀𐌉𐌍𐌀𐌏 𐌈𐌀𐌑𐌉𐌀:𐌋𐌀...𐌀...𐌈𐌄...𐌉𐌀,[al...θo...a...a]:a[i]nao θamia:la...a...θe...ia,[𐌀𐌋...𐌈𐌏...𐌀...𐌀]:𐌀[𐌉]𐌍𐌀𐌏 𐌈𐌀𐌌𐌉𐌀:𐌋𐌀...𐌀...𐌈𐌄...𐌉𐌀,θamia la...a...θe...ia,,,,0.500,clean
CIE 3113,[...𐌀𐌑:𐌀𐌈𐌉𐌈𐌉𐌈𐌉] 𐌋𐌀𐌓𐌈𐌉:𐌈𐌉:𐌑𐌀...,[...am:aθiθiθi] larθi:θi:ma...,[...𐌀𐌌:𐌀𐌈𐌉𐌈𐌉𐌈𐌉] 𐌋𐌀𐌓𐌈𐌉:𐌈𐌉:𐌌𐌀...,larθi θi ma...,,,,0.600,clean
CIE 2010,SEX.GRANIVS. CAPITO.SEX.F,SEX.GRANIVS. CAPITO.SEX.F,,SEX.GRANIVS. CAPITO.SEX.F,,,,1.000,clean
CIE 2011,SEX.GRANIVS. SEX.F.ARN. FEROX.,SEX.GRANIVS. SEX.F.ARN. FEROX.,,SEX.GRANIVS. SEX.F.ARN. FEROX.,,,,1.000,clean
CIE 2012,SEX. CRANIO. HARISPICI. FORTVNATVS.L.,SEX. CRANIO. HARISPICI. FORTVNATVS.L.,,SEX. CRANIO. HARISPICI. FORTVNATVS.L.,,,,1.000,clean
CIE 2013,SALASSA.GRANIA.L.L,SALASSA.GRANIA.L.L,,SALASSA.GRANIA.L.L,,,,1.000,clean
CIE 2014,𐌀𐌓𐌍𐌕 𐌂𐌓𐌋𐌄𐌉𐌂𐌄 𐌀𐌍𐌀𐌉𐌍𐌋,arnt crleice anai nl,𐌀𐌓𐌍𐌕 𐌂𐌓𐌋𐌄𐌉𐌂𐌄 𐌀𐌍𐌀𐌉 𐌍𐌋,arnt crleice anai nl,,,,1.000,clean
CIE 2015,𐌀𐌓·𐌂𐌓𐌄𐌉𐌂𐌄·𐌀𐌍𐌀𐌉𐌍𐌀,ar.creice.anaina,𐌀𐌓.𐌂𐌓𐌄𐌉𐌂𐌄.𐌀𐌍𐌀𐌉𐌍𐌀,ar.creice.anaina,,,,1.000,clean
CIE 2016,𐌋𐌖·𐌂𐌓𐌄𐌉·𐌂𐌀𐌋𐌐𐌖𐌓𐌍,l9.crei.calpurn...,,,,,,0.000,ocr_failed
CIE 3114,c.inestua sae tfa,c.inestua sae tfa,𐌂.𐌉𐌍𐌄𐌔𐌕𐌖𐌀 𐌔𐌀𐌄 𐌕𐌚𐌀,c.inestua sae tfa,,,,1.000,clean
CIE 3115,...i.mui.tutnia,...i.mui.tutnia,...𐌉.𐌌𐌖𐌉.𐌕𐌖𐌕𐌍𐌉𐌀,...i.mui.tutnia,,,,1.000,clean
CIE 3116,aθ:peθ|θuxia,aθ:peθ|θuxia,𐌀𐌈:𐌐𐌄𐌈|𐌈𐌖𐌗𐌉𐌀,aθ peθ θuxia,,,,1.000,clean
CIE 3117,vel:iesθe:laslal,vel:iesθe:laslal,𐌅𐌄𐌋:𐌉𐌄𐌔𐌈𐌄:𐌋𐌀𐌔𐌋𐌀𐌋,vel iesθe laslal,,,,1.000,clean
CIE 3118,aθ:pei|||||iθapia|||||n,aθ:pei|||||iθapia|||||n,𐌀𐌈:𐌐𐌄𐌉|||||𐌉𐌈𐌀𐌐𐌉𐌀|||||𐌍,aθ pei iθapia n,,,,1.000,clean
CIE 3119,θa:pei.θa.θna,θa:pei.θa.θna,𐌈𐌀:𐌐𐌄𐌉.𐌈𐌀.𐌈𐌍𐌀,θa pei.θa.θna,,,,1.000,clean
CIE 312,mi hupnina larθ|acrniś:larθial:felsnal,mi hupnina larθ|acrniś:larθial:felsnal,𐌌𐌉 𐌇𐌖𐌐𐌍𐌉𐌍𐌀 𐌋𐌀𐌓𐌈|𐌀𐌂𐌓𐌍𐌉𐌑:𐌋𐌀𐌓𐌈𐌉𐌀𐌋:𐌚𐌄𐌋𐌔𐌍𐌀𐌋,mi hupnina larθ acrniś larθial felsnal,,,,1.000,clean
CIE 3120,θ.p.vap,θ.p.vap,𐌈.𐌐.𐌅𐌀𐌐,θ.p.vap,,,,1.000,clean
CIE 3121,θania:seiati:unial,θania:seiati:unial,𐌈𐌀𐌍𐌉𐌀:𐌔𐌄𐌉𐌀𐌕𐌉:𐌖𐌍𐌉𐌀𐌋,θania seiati unial,,,,1.000,clean
CIE 3122,...[s]etumnnei...,...[s]etumnnei...,...[𐌔]𐌄𐌕𐌖𐌌𐌍𐌍𐌄𐌉...,,,,,0.000,clean
CIE 3123,hasti.talis|||||,hasti.talis|||||,𐌇𐌀𐌔𐌕𐌉.𐌕𐌀𐌋𐌉𐌔|||||,hasti.talis,,,,1.000,clean
CIE 3124,tutna.vinaθ,tutna.vinaθ,𐌕𐌖𐌕𐌍𐌀.𐌅𐌉𐌍𐌀𐌈,tutna.vinaθ,,,,1.000,clean
CIE 2163,[AINVATA8AAO],[AINVATA8AAO],,,,,,0.000,ocr_failed
CIE 3125,au|||lel|||r|||iθ|||latini,au|||lel|||r|||iθ|||latini,𐌀𐌖|||𐌋𐌄𐌋|||𐌓|||𐌉𐌈|||𐌋𐌀𐌕𐌉𐌍𐌉,au lel r iθ latini,,,,1.000,clean
CIE 3126,ΘANΘA....ΘANΘIAL....ΘANΘI,ΘANΘA....ΘANΘIAL....ΘANΘI,,ΘANΘA....ΘANΘIAL....ΘANΘI,,,,1.000,clean
CIE 3134,ΘANΘA....VELΘUR....CAINAL,ΘANΘA....VELΘUR....CAINAL,,ΘANΘA....VELΘUR....CAINAL,,,,1.000,clean
CIE 3135,ARΘAΘIAL....ARΘA,ARΘAΘIAL....ARΘA,,ARΘAΘIAL....ARΘA,,,,1.000,clean
CIE 3136,ARΘAΘIAL....ARΘA,ARΘAΘIAL....ARΘA,,ARΘAΘIAL....ARΘA,,,,1.000,clean
CIE 3137,ARΘAΘIAL....ARΘA,ARΘAΘIAL....ARΘA,,ARΘAΘIAL....ARΘA,,,,1.000,clean
CIE 3138,JAHI ...[c]ainal,JAHI ...[c]ainal,,,,,,0.000,needs_review
CIE 3139,IIIIIIII/9M39IIIIII ...remr...,IIIIIIII/9M39IIIIII ...remr...,,,,,,0.000,ocr_failed
CIE 314,larθ:titlni:|scurθu,larθ:titlni:|scurθu,𐌋𐌀𐌓𐌈:𐌕𐌉𐌕𐌋𐌍𐌉:|𐌔𐌂𐌖𐌓𐌈𐌖,larθ titlni scurθu,,,,1.000,clean
CIE 3140,JA[M]M37 3H8!...7,JA[M]M37 3H8!...7,,,,,,0.000,ocr_failed
CIE 3141,JA[N]D22A:22:A ...mes:vescnal,JA[N]D22A:22:A ...mes:vescnal,,,,,,0.000,ocr_failed
CIE 3275,𐌔𐌉𐌍𐌉𐌅𐌉𐌀,sinis-nivia,𐌔𐌉𐌍𐌉𐌔-𐌍𐌉𐌅𐌉𐌀,,,,,0.000,clean
CIE 2029,JANITV:Q:M:AMVD:AB,JANITV:Q:M:AMVD:AB,,,,,,0.000,needs_review
CIE 3142,JAHD9AOI////I//D///I//I,JAHD9AOI////I//D///I//I,,,,,,0.000,ocr_failed
CIE 3143,IIII9:IHDV////,IIII9:IHDV////,,,,,,0.000,ocr_failed
ETP 365,[---]urθ[---],[---]urθ[---],[---]𐌖𐌓𐌈[---],,,600.0,600.0,0.000,clean
CIE 3144,JAV1M1V1M O:AJ la:i9.....ne pumpual,JAV1M1V1M O:AJ la:i9.....ne pumpual,,,,,,0.000,ocr_failed
CIE 3146,JAV9A8IV ...cui farual,JAV9A8IV ...cui farual,,,,,,0.000,ocr_failed
CIE 3147,[A2V9+31 3M]... ...ine petrusa,[A2V9+31 3M]... ...ine petrusa,,,,,,0.000,ocr_failed
CIE 3148,:A2V9+31:2: / IIIIO 9an//////ei:petrusa:,:A2V9+31:2: / IIIIO 9an//////ei:petrusa:,,,,,,0.000,ocr_failed
ETP 68,mi larices,mi larices,𐌌𐌉 𐌋𐌀𐌓𐌉𐌂𐌄𐌔,mi larices,,530.0,470.0,1.000,clean
CIE 2047,𐌋𐌀𐌓𐌉:𐌂𐌖𐌐𐌓𐌍𐌀,lari:cuprna,𐌋𐌀𐌓𐌉:𐌂𐌖𐌐𐌓𐌍𐌀,lari cuprna,,,,1.000,clean
CIE 2048,𐌀𐌈:𐌂𐌖𐌐𐌔𐌍𐌀:𐌐𐌖𐌂𐌔𐌉𐌍𐌈𐌀𐌋,aθ:cupsna:pucsinθal,𐌀𐌈:𐌂𐌖𐌐𐌔𐌍𐌀:𐌐𐌖𐌂𐌔𐌉𐌍𐌈𐌀𐌋,aθ cupsna pucsinθal,,,,1.000,clean
CIE 2049,𐌀𐌓𐌍𐌈:𐌂𐌖𐌐𐌔𐌋𐌍𐌀:𐌀𐌓𐌍𐌈𐌀𐌋,arnθ:cupslna:arnθal,𐌀𐌓𐌍𐌈:𐌂𐌖𐌐𐌔𐌋𐌍𐌀:𐌀𐌓𐌍𐌈𐌀𐌋,arnθ cupslna arnθal,,,,1.000,clean
CIE 2050,𐌋𐌀𐌓𐌈:𐌂𐌖𐌐𐌔𐌋𐌍𐌀:𐌀𐌓𐌍𐌈𐌀𐌋𐌉𐌔𐌀,larθ:cupslna:arnθalisa,𐌋𐌀𐌓𐌈:𐌂𐌖𐌐𐌔𐌋𐌍𐌀:𐌀𐌓𐌍𐌈𐌀𐌋𐌉𐌔𐌀,larθ cupslna arnθalisa,,,,1.000,clean
CIE 2051,𐌈𐌀𐌍:𐌂𐌖𐌐𐌔𐌍𐌄𐌉:𐌂𐌀𐌓𐌈𐌍𐌀𐌕𐌄𐌔,θan:cupsnei:carθnates,𐌈𐌀𐌍:𐌂𐌖𐌐𐌔𐌍𐌄𐌉:𐌂𐌀𐌓𐌈𐌍𐌀𐌕𐌄𐌔,θan cupsnei carθnates,,,,1.000,clean
CIE 3149,I & HV-M G M D,I & HV-M G M D,,,,,,0.000,needs_review
ETP 366,[---]alv[---],[---]alv[---],[---]𐌀𐌋𐌅[---],,,600.0,600.0,0.000,clean
CIE 3150,A R V J ...i.clusa,A R V J ...i.clusa,,,,,,0.000,needs_review
CIE 3151,MHI9...MVIH.-N NAO,MHI9...MVIH.-N NAO,,,,,,0.000,ocr_failed
CIE 3152,S M·I O·B······I·,S M·I O·B······I·,𐌔 𐌌·𐌉 𐌏·𐌁······𐌉·,S M I O B I,,,,1.000,clean
CIE 3153,I M I I I I,I M I I I I,𐌉 𐌌 𐌉 𐌉 𐌉 𐌉,I M I I I I,,,,1.000,clean
CIE 3154,[····A A Z·V A·A·],[····A A Z·V A·A·],[····𐌀 𐌀 𐌆·𐌅 𐌀·𐌀·],A A Z V A A,,,,0.750,clean
CIE 3155,M A I D····AM,M A I D····AM,,M A I D AM,,,,1.000,clean
CIE 3156,····A A I A I A O O··,····A A I A I A O O··,····𐌀 𐌀 𐌉 𐌀 𐌉 𐌀 𐌏 𐌏··,A A I A I A O O,,,,1.000,clean
CIE 3157,E ARRIA TREBO ET·C·AP,E ARRIA TREBO ET·C·AP,,E ARRIA TREBO ET C AP,,,,1.000,clean
CIE 2065,AFISV:A,AFISV:A,,AFISV A,,,,1.000,clean
10719,mlabri,mlabri,𐌌𐌋𐌀𐌁𐌓𐌉,mlabri,mr-marcuslabriuss,,,1.000,clean
CIE 2066,IISV:IIT:TVI:ITVAV:IAH,IISV:IIT:TVI:ITVAV:IAH,,IISV IIT TVI ITVAV IAH,,,,1.000,clean
ETP 367,[---]tinai[---],[---]tinai[---],[---]𐌕𐌉𐌍𐌀𐌉[---],,,600.0,600.0,0.000,clean
CIE 3158,PANS,PANS,,PANS,,,,1.000,clean
CIE 3159,POSTVMA,POSTVMA,,POSTVMA,,,,1.000,clean
CIE 3160,ILNI RAVE,ILNI RAVE,,ILNI RAVE,,,,1.000,clean
CIE 3161,A,A,𐌀,A,,,,1.000,clean
CIE 3162,A O,A O,𐌀 𐌏,A O,,,,1.000,clean
CIE 3183,AEIA,AEIA,,AEIA,,,,1.000,clean
CIE 3184,HA,HA,,HA,,,,1.000,clean
CIE 3186,E S,E S,𐌄 𐌔,E S,,,,1.000,clean
CIE 3187,VALXIM,VALXIM,,VALXIM,,,,1.000,clean
CIE 3188,XXIX,XXIX,𐌗𐌗𐌉𐌗,XXIX,,,,1.000,clean
CIE 3189,A1J.V.J.A T13.9OAJ.3 JDIMVM,A1J.V.J.A T13.9OAJ.3 JDIMVM,,,,,,0.000,ocr_failed
CIE 319,larθi:vipin[ei]|ls:secuś|puia,larθi:vipin[ei]|ls:secuś|puia,𐌋𐌀𐌓𐌈𐌉:𐌅𐌉𐌐𐌉𐌍[𐌄𐌉]|𐌋𐌔:𐌔𐌄𐌂𐌖𐌑|𐌐𐌖𐌉𐌀,larθi ls secuś puia,,,,0.800,clean
